metabolite	name	kegg	chebi
MAM02490	monofucosyllactoisooctaosylceramide	G04561	nan
MAM02491	monosialylgalactosylgloboside	G00098	nan
MAM02492	myo-inositol-hexakisphosphate	C01204	CHEBI:17401
MAM02493	myo-inositol-polyphosphate	C11525	nan
MAM02494	myristic acid	C06424	CHEBI:28875
MAM02495	myristoyl-CoA	C02593	CHEBI:15532
MAM02496	N(omega)-(ADP-D-ribosyl)-L-arginine	C01201	CHEBI:15827
MAM02497	N-(omega)-hydroxyarginine	C05933	CHEBI:7101
MAM02498	N,N-chitobiosyldiphosphodolichol	C04537	G00002
MAM02499	N,N-dimethyldopaminequinone	nan	nan
MAM02500	N,N-dimethylindoliumolate	nan	nan
MAM02501	N1,N12-diacetylspermine	C03413	CHEBI:28101
MAM02502	N1,N8-diacetylspermidine	nan	nan
MAM02503	N1-acetylspermidine	C00612	CHEBI:17927
MAM02504	N1-acetylspermine	C02567	CHEBI:17312
MAM02505	N1-methyl-2-pyridone-5-carboxamide	C05842	nan
MAM02506	N1-methyl-4-pyridone-5-carboxamide	C05843	nan
MAM02507	n2m2masn	G00015	nan
MAM02508	n2m2mn	nan	nan
MAM02509	n2m2nm	nan	nan
MAM02510	n2m2nmasn	G00019	nan
MAM02511	n2m2nmn	nan	nan
MAM02512	n3m2masn	nan	nan
MAM02513	N4-(acetyl-beta-D-glucosaminyl)asparagine	C04540	CHEBI:17261
MAM02514	N4-acetylaminobutanal	C05936	CHEBI:7386
MAM02515	n4m2masn	nan	nan
MAM02516	n5m2masn	nan	nan
MAM02517	N6,N6,N6-trimethyl-L-lysine	C03793	CHEBI:17311
MAM02518	N8-acetylspermidine	C01029	nan
MAM02519	Na+	C01330	CHEBI:29101
MAM02520	N-acetyl-5-methoxykynuramine	nan	nan
MAM02521	N-acetyl-beta-D-glucosaminylamine	C01239	CHEBI:15947
MAM02522	N-acetyl-D-glucosaminyldiphosphodolichol	C04500	G00001
MAM02523	N-acetyl-D-glucosaminylphosphatidylinositol	C01288	CHEBI:12194
MAM02524	N-acetyl-D-mannosamine	C00645	CHEBI:17122
MAM02525	N-acetylgalactosamine	C01074	CHEBI:28800
MAM02526	N-acetylgalactosamine-1-phosphate	nan	CHEBI:55404
MAM02527	N-acetylglucosamine	C00140	CHEBI:506227
MAM02528	N-acetylglucosamine-1-phosphate	C04256	CHEBI:7125
MAM02529	N-acetylglucosamine-6-phosphate	C00357	CHEBI:15784
MAM02530	N-acetyl-L-alanine	nan	nan
MAM02531	N-acetyl-L-asparagine	nan	nan
MAM02532	N-acetyl-L-aspartate	C01042	CHEBI:21547
MAM02533	N-acetyl-L-cystathionine	nan	nan
MAM02534	N-acetyl-L-cysteine	nan	nan
MAM02535	N-acetyl-L-glutamate 5-semialdehyde	C01250	CHEBI:16319
MAM02536	N-acetyl-L-glutamate	C00624	CHEBI:12575
MAM02537	N-acetyl-L-glutamate-5-phosphate	C04133	CHEBI:16878
MAM02538	N-acetyl-LTE4	nan	nan
MAM02539	N-acetylmannosamine-6-phosphate	C04257	CHEBI:28273
MAM02540	N-acetylmethionine	C02712	CHEBI:165927
MAM02541	N-acetylmuramate	C02713	CHEBI:21615
MAM02542	N-acetylmuramoyl-ala	C02999	CHEBI:28920
MAM02543	N-acetylneuraminate	C19910	CHEBI:45744
MAM02544	N-acetylneuraminate-9-phosphate	C06241	CHEBI:27438
MAM02545	N-acetyl-O-acetylneuraminate	C03708	nan
MAM02546	N-acetylornithine	C00437	CHEBI:16543
MAM02547	N-acetylputrescine	C02714	CHEBI:17768
MAM02548	N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	nan	nan
MAM02549	N-acetyl-serotonin	C00978	CHEBI:17697
MAM02550	N-acetyl-seryl-aspartate	nan	nan
MAM02551	N-acetyl-seryl-aspartyl-lysyl-proline	nan	nan
MAM02552	NAD+	C00003	CHEBI:15846
MAM02553	NADH	C00004	CHEBI:16908
MAM02554	NADP+	C00006	CHEBI:18009
MAM02555	NADPH	C00005	CHEBI:16474
MAM02556	naphthalene	C00829	CHEBI:16482
MAM02557	naphthalene-1,2-diol	C03012	CHEBI:17435
MAM02558	N-arachidonoylglycine	nan	nan
MAM02559	N-carbamoyl-L-aspartate	C00438	CHEBI:15859
MAM02560	NEFA blood pool in	nan	nan
MAM02561	NEFA blood pool out	nan	nan
MAM02562	neocasomorphin (1-5)	nan	nan
MAM02563	neocasomorphin	nan	nan
MAM02564	nervonic acid	C08323	CHEBI:44247
MAM02565	neungc	C03410	CHEBI:29025
MAM02566	neuromedin B(1-3)	nan	nan
MAM02567	neuromedin B(4-10)	nan	nan
MAM02568	neuromedin B	nan	nan
MAM02569	neuromedin N(1-4)	nan	nan
MAM02570	neuromedin N	nan	nan
MAM02571	neurotensin 1-10	nan	nan
MAM02572	neurotensin 11-13	nan	nan
MAM02573	neurotensin	C01836	CHEBI:7542
MAM02574	N-formimino-L-glutamate	C00439	CHEBI:7274
MAM02575	N-formyl-GAR	C04376	CHEBI:18272
MAM02576	N-formylmethionyl-tRNA	C03294	CHEBI:17119
MAM02577	NG,NG-dimethyl-L-arginine	C03626	CHEBI:17929
MAM02578	NH3	C00014	CHEBI:16134
MAM02579	NH4+	C00014	CHEBI:16134
MAM02580	N-hydroxy-1-aminonaphthalene	C14789	nan
MAM02581	nicotinamide D-ribonucleotide	C00455	CHEBI:16171
MAM02582	nicotinamide ribonucleoside	C03150	CHEBI:15927
MAM02583	nicotinamide	C00153	CHEBI:17154
MAM02584	nicotinate D-ribonucleoside	C05841	nan
MAM02585	nicotinate ribonucleotide	C01185	CHEBI:15763
MAM02586	nicotinate	C00253	CHEBI:15940
MAM02587	nifedipine	C07266	CHEBI:7565
MAM02588	nitrite	C00088	CHEBI:16301
MAM02589	nitrogen	C00697	CHEBI:17997
MAM02590	nitrosoperoxycarbonate	nan	nan
MAM02591	nitryl-chloride	nan	nan
MAM02592	nLc5Cer(G00051)	G00051	nan
MAM02593	nLc5Cer	C04938	CHEBI:16297
MAM02594	nLc6Cer	G00067	nan
MAM02595	nLc7Cer	G00068	nan
MAM02596	nLc8Cer	G00069	nan
MAM02597	nm2masn	nan	nan
MAM02598	nm4masn	nan	nan
MAM02599	N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	nan	nan
MAM02600	N-methylethanolamine-phosphate	C01210	CHEBI:16463
MAM02601	N-methylhistamine	C05127	CHEBI:29009
MAM02602	N-methylputrescine	C02723	CHEBI:17166
MAM02603	N-methylsalsolinol	nan	nan
MAM02604	N-methylserotonin	C06212	CHEBI:48294
MAM02605	N-methyltryptamine	C06213	nan
MAM02606	N-methyltyramine	C02442	CHEBI:17458
MAM02607	NNAL-N-glucuronide	C19606	nan
MAM02608	N-nitrosomethanamine	C19568	nan
MAM02609	NO	C00533	CHEBI:16480
MAM02610	noladin-ether	nan	nan
MAM02611	nonadecanoylcarnitine	nan	nan
MAM02612	nonadecanoyl-CoA	nan	nan
MAM02613	nonadecylic acid	C16535	CHEBI:39246
MAM02614	nonanoic acid	C01601	CHEBI:29019
MAM02615	nonanoyl-[ACP]	nan	nan
MAM02616	nonanoyl-CoA	C01942	CHEBI:27770
MAM02617	noradrenaline	C00547	CHEBI:18357
MAM02618	noradrenochrome	nan	nan
MAM02619	noradrenochrome-O-semiquinone	nan	nan
MAM02620	norepinephrine sulfate	nan	nan
MAM02621	norlaudanosoline	C06350	CHEBI:28770
MAM02622	normetanephrine	C05589	CHEBI:144308
MAM02623	N-pantothenoylcysteine	C04079	nan
MAM02624	N-retinylidene-N-retinylethanolamine	nan	nan
MAM02625	N-substituted amino acid	C03523	nan
MAM02626	N-substituted aminoacyl tRNA	C03880	nan
MAM02627	N-tetradecanoylglycylpeptide	C03881	CHEBI:17739
MAM02628	N-trimethyl-2-aminoethylphosphonate	C06459	CHEBI:7347
MAM02629	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	C04756	CHEBI:17476
MAM02630	O2	C00007	CHEBI:15379
MAM02631	O2-	C00704	CHEBI:18421
MAM02632	O2-4a-cyclic-tetrahydrobiopterin	nan	nan
MAM02633	OAA	C00036	CHEBI:30744
MAM02634	O-acetylcarnitine	C02571	CHEBI:15960
MAM02635	O-butanoylcarnitine	C02862	nan
MAM02636	ocosatetraenoylcarnitine	nan	nan
MAM02637	octadecatrienoylcarnitine	nan	nan
MAM02638	octadecenoylcarnitine(11)	nan	nan
MAM02639	octadecenoylcarnitine(5)	nan	nan
MAM02640	octadecenoylcarnitine(7)	nan	nan
MAM02641	octanoate radical	nan	nan
MAM02642	octanoic acid	C06423	CHEBI:28837
MAM02643	octanoyl-[ACP]	C05752	nan
MAM02644	octanoyl-CoA	C01944	CHEBI:15533
MAM02645	O-D-mannosylprotein	C02863	nan
MAM02646	oleate	C00712	CHEBI:30823
MAM02647	oleoyl-CoA	C00510	CHEBI:15534
MAM02648	omega-3-arachidonic acid	nan	nan
MAM02649	omega-carboxy-trinor-LTB4	nan	nan
MAM02650	omega-COOH-dinor-LTE4-CoA	nan	nan
MAM02651	omega-COOH-tetranor-LTE3	nan	nan
MAM02652	omega-COOH-tetranor-LTE3-CoA	nan	nan
MAM02653	omeprazole	C07324	CHEBI:7772
MAM02654	O-methylhippurate	nan	nan
MAM02655	O-phospho-L-homoserine	C01102	CHEBI:15961
MAM02657	O-propanoylcarnitine	C03017	CHEBI:28867
MAM02658	ornithine	C00077	CHEBI:15729
MAM02659	orotate	C00295	CHEBI:16742
MAM02660	orotidine-5-phosphate	C01103	CHEBI:15842
MAM02661	oxalate	C00209	CHEBI:16995
MAM02662	oxalosuccinate	C05379	CHEBI:7815
MAM02663	oxidized adrenal ferredoxin	C00667	nan
MAM02664	oxidized dithiothreitol	C01119	CHEBI:16912
MAM02665	oxidized ferredoxin	C00139	CHEBI:17908
MAM02666	oxidized thioredoxin	C00343	CHEBI:18191
MAM02667	oxo-xanthurenate	nan	nan
MAM02668	oxytocin 1-8	nan	nan
MAM02669	oxytocin	C00746	CHEBI:7872
MAM02670	P1,P4-bis(5-adenosyl)-tetraphosphate	C01260	CHEBI:17422
MAM02671	P1,P4-bis(5-guanosyl)-tetraphosphate	C01261	CHEBI:15883
MAM02672	PA6	G00018	nan
MAM02673	paclitaxel	C07394	CHEBI:45863
MAM02674	palmitate	C00249	CHEBI:15756
MAM02675	palmitolate	C08362	CHEBI:28716
MAM02676	palmitoleoyl-carnitine	nan	nan
MAM02677	palmitoleoyl-CoA	nan	CHEBI:53152
MAM02678	palmitoyl-CoA	C00154	CHEBI:15525
MAM02679	pantetheine	C00831	CHEBI:16753
MAM02680	pantothenate	C00864	CHEBI:7916
MAM02681	PAP	C00054	CHEBI:17985
MAM02682	PAPS	C00053	CHEBI:17980
MAM02683	paragloboside	C04922	CHEBI:17006
MAM02684	PC-LD pool	C00157	CHEBI:16110
MAM02685	PE-LD pool	C00350	CHEBI:16038
MAM02686	PE-NME-LD pool	C01241	CHEBI:15958
MAM02687	pentadecanoyl-[ACP]	nan	nan
MAM02688	pentadecanoylcarnitine	nan	nan
MAM02689	pentadecanoyl-CoA	nan	nan
MAM02690	pentadecylic acid	C16537	CHEBI:42504
MAM02691	pentaglutamyl-folate(DHF)	nan	nan
MAM02692	pentaglutamyl-folate(THF)	nan	nan
MAM02693	pentanoyl-[ACP]	nan	nan
MAM02694	pentanoyl-CoA	C00888	CHEBI:15536
MAM02695	pentyl radical	nan	nan
MAM02696	PEP	C00074	CHEBI:44897
MAM02697	PE-PS-LD pool	nan	nan
MAM02699	peptide-2-(3-carboxy-3-aminopropyl)-L-histidine	C04441	CHEBI:17144
MAM02700	peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C04692	CHEBI:16475
MAM02701	peptide-3-hydroxy-L-aspartate	C03957	nan
MAM02702	peptide-L-aspartate	C02871	nan
MAM02703	peptide-L-methionine-(S)-S-oxide	C03895	CHEBI:15989
MAM02704	peptide-L-methionine	C03023	CHEBI:16044
MAM02705	peptidyl-allysyl-peptide	C03531	nan
MAM02706	peptidylamidoglycolate	C03303	nan
MAM02707	peptidylglycine	C02303	nan
MAM02708	peptidyl-L-lysyl-peptide	C03530	nan
MAM02709	peptidylproline-(omega=0)	C03633	nan
MAM02710	peptidylproline-(omega=180)	C03798	CHEBI:15701
MAM02711	perillic acid	C11924	CHEBI:36999
MAM02712	perillyl alcohol	C02452	CHEBI:15420
MAM02713	perillyl aldehyde	C02576	CHEBI:15421
MAM02714	peroxynitrite	C16845	CHEBI:25941
MAM02715	PG-CL pool	C00344	nan
MAM02716	PGH3	nan	nan
MAM02717	PGP-CL pool	C03892	nan
MAM02718	phenethylamine	C05332	CHEBI:18397
MAM02719	phenylacetaldehyde	C00601	CHEBI:16424
MAM02720	phenylacetate	C07086	CHEBI:30745
MAM02721	phenylacetyl-CoA	C00582	CHEBI:15537
MAM02722	phenylacetylglutamine	C04148	CHEBI:17884
MAM02723	phenylacetylglycine	C05598	CHEBI:27480
MAM02724	phenylalanine	C00079	CHEBI:17295
MAM02725	phenylpyruvate	C00166	CHEBI:30851
MAM02726	phosphatidate-bile-PC pool	C00416	CHEBI:16337
MAM02727	phosphatidate-CL pool	C00416	CHEBI:16337
MAM02728	phosphatidate-LD-PC pool	C00416	CHEBI:16337
MAM02729	phosphatidate-LD-PE pool	C00416	CHEBI:16337
MAM02730	phosphatidate-LD-PI pool	C00416	CHEBI:16337
MAM02731	phosphatidate-LD-PS pool	C00416	CHEBI:16337
MAM02732	phosphatidate-LD-SM pool	C00416	CHEBI:16337
MAM02733	phosphatidate-LD-TAG pool	C00416	CHEBI:16337
MAM02734	phosphatidylinositol-3,4,5-trisphosphate	C05981	CHEBI:16618
MAM02735	phosphatidylinositol-3,5-bisphosphate	C11556	CHEBI:16851
MAM02736	phosphatidylinositol-4,5-bisphosphate	C04637	CHEBI:28910
MAM02737	phospho-[beta adrenergic receptor]	C04141	nan
MAM02738	phosphocholine	C00588	CHEBI:18132
MAM02739	phosphodimethylethanolamine	C13482	CHEBI:31997
MAM02740	phospholipids extracellular pool	C00865	CHEBI:16247
MAM02741	phosphopantetheine	C01134	CHEBI:16858
MAM02743	phosphorhodopsin	C02456	nan
MAM02744	phylloquinone	C02059	CHEBI:583972
MAM02745	physeteric acid	nan	nan
MAM02746	phytanic acid	C01607	CHEBI:16285
MAM02747	phytanoyl-CoA	C02060	CHEBI:15538
MAM02748	phytoceramide pool	C12145	CHEBI:31998
MAM02749	phytosphingosine	C12144	CHEBI:46961
MAM02750	PI pool	C01194	CHEBI:16749
MAM02751	Pi	C00009	CHEBI:18367
MAM02752	picolinic acid	C10164	CHEBI:28747
MAM02753	plasminogen	nan	nan
MAM02754	PNP	C00870	CHEBI:16836
MAM02755	polynucleotide	C00419	CHEBI:15986
MAM02756	porphobilinogen	C00931	CHEBI:17381
MAM02757	PPARA	nan	nan
MAM02758	PPE-NME2-LD pool	C04308	nan
MAM02759	PPi	C00013	CHEBI:18361
MAM02760	pregn-5-ene-3,20-dione	nan	nan
MAM02761	pregn-5-ene-3,20-dione-17-ol	nan	nan
MAM02762	pregnenolone sulfate	C18044	CHEBI:35420
MAM02763	pregnenolone	C01953	CHEBI:16581
MAM02764	presqualene-PP	C03428	CHEBI:15442
MAM02765	previtamin D3	C07711	nan
MAM02766	pristanic acid	nan	CHEBI:51340
MAM02767	procollagen-5-hydroxy-L-lysine	C01211	CHEBI:51807
MAM02768	procollagen-L-lysine	C16740	nan
MAM02769	progesterone	C00410	CHEBI:17026
MAM02770	proline	C00148	CHEBI:17203
MAM02771	propane-1,2-diol	C00583	CHEBI:16997
MAM02772	propanoate	C00163	CHEBI:30768
MAM02773	propanoyl-[ACP]	nan	nan
MAM02774	propanoyl-CoA	C00100	CHEBI:15539
MAM02775	propinol adenylate	C05983	nan
MAM02776	prostaglandin A1	C04685	CHEBI:15545
MAM02777	prostaglandin A2	C05953	CHEBI:27820
MAM02778	prostaglandin B1	C00959	CHEBI:27624
MAM02779	prostaglandin B2	C05954	CHEBI:28099
MAM02780	prostaglandin C1	C04686	CHEBI:15546
MAM02781	prostaglandin C2	C05955	CHEBI:27555
MAM02782	prostaglandin D1	C06438	CHEBI:27696
MAM02783	prostaglandin D2	C00696	CHEBI:15555
MAM02784	prostaglandin D3	C13802	CHEBI:34939
MAM02785	prostaglandin E1	C04741	CHEBI:15544
MAM02786	prostaglandin E2	C00584	CHEBI:15551
MAM02787	prostaglandin E3	C06439	CHEBI:28031
MAM02788	prostaglandin F1alpha	C06475	CHEBI:28852
MAM02789	prostaglandin F2alpha	C00639	CHEBI:15553
MAM02790	prostaglandin F2beta	C02314	CHEBI:28922
MAM02791	prostaglandin G1	nan	nan
MAM02792	prostaglandin G2	C05956	CHEBI:27647
MAM02793	prostaglandin H1	nan	nan
MAM02794	prostaglandin H2	C00427	CHEBI:15554
MAM02795	prostaglandin I2	C01312	CHEBI:15552
MAM02796	prostaglandin J2	C05957	CHEBI:27485
MAM02797	prostaglandin-PGB2-glyceryl ester	nan	nan
MAM02798	prostaglandin-PGE2-1-glyceryl ester	nan	nan
MAM02799	prostaglandin-PGE2-3-glyceryl ester	nan	nan
MAM02800	prostaglandin-PGE2-glyceryl ester	nan	nan
MAM02802	prothrombin	nan	nan
MAM02803	protoporphyrin	C02191	CHEBI:15430
MAM02804	protoporphyrinogen IX	C01079	CHEBI:15435
MAM02805	provitamin D3	C01164	CHEBI:17759
MAM02806	PRPP	C00119	CHEBI:17111
MAM02807	pseudouridine-5-phosphate	C01168	CHEBI:18116
MAM02808	PS-LD pool	C02737	CHEBI:18303
MAM02809	psychosine sulfate	C02744	CHEBI:17507
MAM02810	psychosine	C01747	CHEBI:16874
MAM02811	putreanine	nan	nan
MAM02812	putrescine	C00134	CHEBI:17148
MAM02813	pyridoxal	C00250	CHEBI:17310
MAM02814	pyridoxal-phosphate	C00018	CHEBI:18405
MAM02815	pyridoxamine	C00534	CHEBI:16410
MAM02816	pyridoxamine-phosphate	C00647	CHEBI:18335
MAM02817	pyridoxine	C00314	CHEBI:16709
MAM02818	pyridoxine-phosphate	C00627	CHEBI:28803
MAM02819	pyruvate	C00022	CHEBI:32816
MAM02820	queuine	C01449	CHEBI:17433
MAM02821	quinidine	C06527	CHEBI:28593
MAM02822	quinolinate	C03722	CHEBI:16675
MAM02823	quinonoid dihydrobiopterin	C02953	CHEBI:64277
MAM02824	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate	nan	nan
MAM02825	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate	nan	nan
MAM02826	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	nan	nan
MAM02827	reduced adrenal ferredoxin	C00662	CHEBI:16906
MAM02828	reduced ferredoxin	C00138	CHEBI:17513
MAM02829	reduced vitamin K	C05850	nan
MAM02832	retinal	C00376	CHEBI:17898
MAM02833	retinoate	C00777	CHEBI:15367
MAM02834	retinol	C00473	CHEBI:17336
MAM02835	retinoyl-CoA	nan	nan
MAM02836	retinoyl-glucuronide	C11061	CHEBI:28870
MAM02837	retinyl palmitate	nan	nan
MAM02838	retinyl-ester	C02075	CHEBI:63410
MAM02839	reverse triiodthyronine	C07639	CHEBI:28774
MAM02840	rhodopsin	C00778	nan
MAM02841	ribitol	C00474	CHEBI:15963
MAM02842	riboflavin	C00255	CHEBI:17015
MAM02843	ribose	C00121	CHEBI:16988
MAM02844	ribose-1-phosphate	C00620	CHEBI:35425
MAM02845	ribose-5-phosphate	C00117	CHEBI:17797
MAM02846	ribulose-5-phosphate	C00199	CHEBI:17363
MAM02847	RNA	C00046	nan
MAM02848	RNA-3-terminal-phosphate	C03638	nan
MAM02849	RNA-terminal-2,3-cyclic-phosphate	C04312	nan
MAM02850	S-(1,2-dichlorovinyl)glutathione	C14868	nan
MAM02851	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	nan	nan
MAM02852	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	nan	nan
MAM02853	S-(2,2-dichloro-1-hydroxy)ethyl glutathione	C14861	nan
MAM02854	S-(2-chloroacetyl)glutathione	C14864	nan
MAM02855	S-(2-hydroxyethyl)glutathione	C14875	CHEBI:35896
MAM02856	S-(2-methylbutanoyl)-dihydrolipoamide	C05118	CHEBI:28692
MAM02857	S-(2-methylpropanoyl)-dihydrolipoamide	C04424	CHEBI:17577
MAM02858	S-(3-methylbutanoyl)-dihydrolipoamide	C05119	CHEBI:27462
MAM02859	S-(9-deoxy-delta12-PGD2)-glutathione	nan	nan
MAM02860	S-(9-deoxy-delta9,12-PGD2)-glutathione	nan	nan
MAM02861	S-(formylmethyl)glutathione	C14871	nan
MAM02862	S-(PGA1)-glutathione	C11304	nan
MAM02863	S-(PGA2)-glutathione	nan	nan
MAM02864	S-(PGJ2)-glutathione	nan	nan
MAM02865	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	nan	nan
MAM02866	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	nan	nan
MAM02867	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	nan	nan
MAM02868	saccharopine	C00449	CHEBI:16927
MAM02869	S-acetyldihydrolipoamide	C01136	CHEBI:16807
MAM02870	S-adenosylmethioninamine	C01137	CHEBI:15625
MAM02871	SAH	C00021	CHEBI:16680
MAM02872	SAICAR	C04823	CHEBI:18319
MAM02873	salsoline	C09640	nan
MAM02874	salsoline-1-carboxylate	nan	nan
MAM02875	salsolinol	C09642	CHEBI:123715
MAM02876	salsolinol-1-carboxylate	nan	nan
MAM02877	SAM	C00019	CHEBI:15414
MAM02878	S-aminomethyldihydrolipoamide	nan	CHEBI:50622
MAM02879	S-aminomethyldihydrolipoylprotein	C01242	CHEBI:16882
MAM02880	sarcosine	C00213	CHEBI:15611
MAM02881	se-adenosyl-L-selenohomocysteine	C05692	nan
MAM02882	se-adenosylselenomethionine	C05691	CHEBI:9066
MAM02883	sedoheptulose-1,7-bisphosphate	C00447	CHEBI:17969
MAM02884	sedoheptulose-7-phosphate	C05382	CHEBI:15721
MAM02885	selenate	C05697	CHEBI:18170
MAM02886	selenide	C01528	CHEBI:16503
MAM02887	selenite	C05684	CHEBI:18212
MAM02888	selenocystathionine	C05699	CHEBI:27760
MAM02889	selenocysteine	C05688	CHEBI:16633
MAM02890	selenohomocysteine	C05698	CHEBI:9068
MAM02891	selenomethionine	C05335	CHEBI:27585
MAM02892	selenomethionine-se-oxide	C05708	nan
MAM02893	selenomethionyl-tRNA(met)	C05336	CHEBI:9100
MAM02894	selenophosphate	C05172	CHEBI:16144
MAM02895	se-methyl-L-selenocysteine	C05689	CHEBI:9068
MAM02896	serine	C00065	CHEBI:17115
MAM02897	serotonin	C00780	CHEBI:28790
MAM02898	S-farnesyl-protein	C20120	nan
MAM02899	S-glutaryldihydrolipoamide	C06157	CHEBI:28391
MAM02900	S-glutathionyl-2-4-dinitrobenzene	nan	nan
MAM02901	S-glutathionyl-ethacrynic acid	nan	nan
MAM02902	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	nan	nan
MAM02903	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	nan	nan
MAM02904	sialyl-3-paragloboside	C04936	CHEBI:36528
MAM02905	sialyl-galactosylgloboside	nan	nan
MAM02906	sialyl-T antigen	C04901	CHEBI:16565
MAM02907	sialyl-Tn antigen	G00035	nan
MAM02908	SM pool	C00550	CHEBI:17636
MAM02909	SMCFA-blood-pool	nan	nan
MAM02910	S-methyl-5-thio-D-ribulose-1-phosphate	C04582	CHEBI:28096
MAM02911	sn-glycero-3-phospho-1-inositol	C01225	CHEBI:18321
MAM02912	sn-glycerol-3-PC	C00670	CHEBI:16870
MAM02913	sn-glycerol-3-PE	C01233	CHEBI:16929
MAM02914	sn-glycerol-3-phosphate	C00093	CHEBI:15978
MAM02915	somatostatin fragment 3-14	nan	nan
MAM02916	somatostatin	nan	nan
MAM02917	sorbitol-3-phosphate	nan	nan
MAM02918	S-palmitoylprotein	C17202	nan
MAM02919	spermic acid 1	nan	nan
MAM02920	spermidine dialdehyde	nan	nan
MAM02921	spermidine monoaldehyde 1	nan	nan
MAM02922	spermidine monoaldehyde 2	nan	nan
MAM02923	spermidine	C00315	CHEBI:16610
MAM02924	spermine dialdehyde	nan	nan
MAM02925	spermine monoaldehyde	nan	CHEBI:180903
MAM02926	spermine	C00750	CHEBI:15746
MAM02927	sphinganine	C00836	CHEBI:16566
MAM02928	sphinganine-1-phosphate	C01120	CHEBI:16893
MAM02929	sphingosine	C00319	CHEBI:16393
MAM02930	sphingosine-1-phosphate	C06124	CHEBI:37550
MAM02931	sphingosylphosphorylcholine	nan	nan
MAM02932	squalene 2,3-oxide	C01054	CHEBI:15441
MAM02933	squalene	C00751	CHEBI:15440
MAM02934	S-succinyldihydrolipoamide	C01169	CHEBI:17432
MAM02935	STAR	nan	nan
MAM02936	starch structure 1	nan	nan
MAM02937	starch structure 2	nan	nan
MAM02938	stearate	C01530	CHEBI:28842
MAM02939	stearidonic acid	C16300	CHEBI:32389
MAM02940	stearoylcarnitine	nan	nan
MAM02941	stearoyl-CoA	C00412	CHEBI:15541
MAM02942	succinate semialdehyde	C00232	CHEBI:16265
MAM02943	succinate	C00042	CHEBI:15741
MAM02944	succinyl-CoA	C00091	CHEBI:15380
MAM02945	sucrose	C00089	CHEBI:17992
MAM02946	sulfate	C00059	CHEBI:16189
MAM02947	sulfatide galactocerebroside	nan	nan
MAM02948	sulfatide	C06125	CHEBI:18318
MAM02949	sulfite	C00094	CHEBI:48854
MAM02950	sulfochenodeoxycholate	nan	nan
MAM02951	sulfoglycolithocholate	C11301	CHEBI:60007
MAM02952	sulfotaurolithocholate	C03642	CHEBI:17864
MAM02953	tachysterol 3	nan	nan
MAM02954	TAG epoxide	C11148	CHEBI:28888
MAM02955	tagatose-1,6-bisphosphate	C03785	CHEBI:4250
MAM02956	TAG-chylomicron pool	C00422	CHEBI:17855
MAM02957	TAG-extraction	C00422	CHEBI:17855
MAM02958	TAG-LD pool	C00422	CHEBI:17855
MAM02959	TAG-VLDL pool	C00422	CHEBI:17855
MAM02960	T-antigen	C04750	CHEBI:16117
MAM02961	taurine	C00245	CHEBI:15891
MAM02962	taurochenodeoxycholate	C05465	CHEBI:16525
MAM02963	taurocholate	C05122	CHEBI:28865
MAM02964	taurodeoxycholate	C05463	CHEBI:9410
MAM02965	taurolithocholate	C02592	CHEBI:36259
MAM02966	tauroursodeoxycholate	nan	nan
MAM02967	testosterone glucuronide	C11134	CHEBI:28835
MAM02968	testosterone sulfate	nan	nan
MAM02969	testosterone	C00535	CHEBI:17347
MAM02970	tetracosanoylcarnitine	nan	nan
MAM02971	tetracosanoyl-CoA	C16529	CHEBI:52974
MAM02972	tetradecanoyl-[ACP]	C05761	nan
MAM02973	tetradecanoylcarnitine	nan	nan
MAM02974	tetradecenoylcarnitine(5)	nan	nan
MAM02975	tetradecenoylcarnitine(7)	nan	nan
MAM02976	tetradecenoylcarnitine(9)	nan	nan
MAM02977	tetraHCA	nan	nan
MAM02978	tetrahydrobiopterin	C00272	CHEBI:15372
MAM02979	tetrahydropteroyltri-L-glutamate	C04144	CHEBI:17420
MAM02980	THF	C00101	CHEBI:20506
MAM02981	THF-hexaglutamate	nan	nan
MAM02982	thiamin	C00378	CHEBI:18385
MAM02983	thiamin-P	C01081	CHEBI:37574
MAM02984	thiamin-PP	C00068	CHEBI:9532
MAM02985	thiamin-PPP	C03028	CHEBI:9534
MAM02986	thiocyanate	C01755	CHEBI:18022
MAM02987	thiocysteine	C01962	CHEBI:28839
MAM02988	thiol	C00145	CHEBI:29256
